carat,cut,color,clarity,depth,table,price,x,y,z
0.9,Very Good,E,VS2,62.7,56.0,4858,6.13,6.21,3.87
0.9,Good,D,VS2,65.8,58.0,4682,5.99,6.01,3.95
1.04,Very Good,I,SI2,61.6,58.0,3449,6.47,6.58,4.02
1.31,Very Good,I,SI1,62.6,59.0,6686,6.97,6.86,4.33
0.91,Very Good,F,SI1,60.1,58.0,3879,6.3,6.35,3.8
0.31,Ideal,F,VVS2,62.4,55.0,977,4.36,4.33,2.71
0.7,Fair,G,SI1,61.7,66.0,2352,5.7,5.58,3.48
0.44,Ideal,F,SI1,61.0,57.0,1040,4.91,4.89,2.99
1.01,Ideal,F,IF,62.0,58.0,10688,6.41,6.46,3.99
0.53,Ideal,G,VVS2,62.5,54.0,1818,5.19,5.21,3.25
0.57,Ideal,E,SI1,61.9,56.0,1613,5.33,5.3,3.29
0.3,Premium,G,VVS1,62.6,58.0,789,4.27,4.29,2.68
0.52,Very Good,G,VS1,61.2,57.0,1420,5.17,5.23,3.18
1.12,Very Good,H,SI2,62.4,55.0,4538,6.63,6.68,4.15
0.7,Ideal,D,VS2,61.3,57.0,2960,5.72,5.76,3.52
1.01,Fair,G,VS2,64.5,57.0,5538,6.26,6.2,4.02
0.91,Premium,D,SI1,59.0,61.0,4663,6.35,6.29,3.73
0.27,Ideal,G,VS1,62.3,56.0,490,4.14,4.16,2.58
0.3,Very Good,D,SI1,63.4,54.0,662,4.31,4.27,2.72
0.57,Ideal,E,SI1,61.5,56.0,1436,5.32,5.35,3.28
1.0,Ideal,J,VS1,62.3,56.0,4032,6.43,6.38,3.99
0.4,Ideal,F,VS1,62.7,55.0,982,4.74,4.76,2.98
0.41,Ideal,D,VVS1,62.3,55.0,1582,4.78,4.75,2.97
1.56,Good,H,SI1,63.7,57.0,7862,7.34,7.25,4.65
2.0,Fair,J,SI1,66.4,55.0,11189,7.82,7.67,5.15
0.38,Premium,J,SI1,61.3,59.0,513,4.62,4.68,2.85
0.3,Ideal,F,IF,61.7,58.0,886,4.3,4.32,2.66
0.3,Ideal,H,SI1,61.7,56.0,465,4.33,4.35,2.68
0.32,Good,I,SI2,63.1,58.0,374,4.34,4.41,2.76
0.42,Ideal,G,IF,61.9,53.0,1289,4.83,4.87,3.0
0.41,Ideal,E,VS1,61.4,55.0,1076,4.84,4.8,2.96
0.24,Good,F,VS1,58.3,61.0,373,4.09,4.14,2.4
0.52,Very Good,J,VVS1,61.7,55.5,1363,5.17,5.19,3.19
1.46,Premium,D,SI2,62.0,55.0,8683,7.32,7.23,4.51
0.53,Ideal,G,VS1,61.9,55.0,1695,5.22,5.25,3.24
0.32,Ideal,G,IF,62.1,55.0,918,4.4,4.46,2.75
0.3,Ideal,J,VVS1,60.4,57.0,464,4.36,4.38,2.64
1.55,Premium,I,SI2,61.5,58.0,7256,7.39,7.46,4.57
1.08,Ideal,H,SI2,61.4,57.0,5049,6.6,6.66,4.07
0.73,Ideal,I,VS2,60.8,56.0,3438,5.82,5.85,3.55
0.41,Ideal,F,VS1,61.3,55.0,1007,4.79,4.83,2.95
0.5,Ideal,H,SI1,59.2,62.0,1160,5.17,5.2,3.07
2.0,Very Good,I,SI2,63.7,61.0,12221,7.85,7.97,5.04
0.33,Ideal,F,VVS1,61.9,56.0,1021,4.47,4.42,2.75
0.4,Ideal,E,VVS2,61.8,55.0,1158,4.74,4.78,2.94
0.72,Very Good,G,SI1,62.8,59.0,2265,5.69,5.74,3.59
0.77,Premium,E,SI2,60.8,58.0,2519,5.96,5.98,3.63
0.5,Premium,G,VVS2,60.9,59.0,1935,5.12,5.09,3.11
0.42,Very Good,H,VS2,62.9,56.0,773,4.72,4.79,2.99
1.27,Premium,E,SI1,60.9,59.0,7980,7.03,6.97,4.26
0.55,Ideal,E,VS2,61.4,56.0,1667,5.26,5.32,3.25
0.31,Ideal,D,VS2,61.6,55.0,734,4.36,4.37,2.69
0.26,Very Good,F,VVS1,60.6,56.0,657,4.12,4.16,2.51
0.52,Premium,G,SI1,60.6,61.0,1249,5.19,5.17,3.14
0.46,Ideal,E,VVS1,62.6,57.0,1661,4.98,4.89,3.09
1.05,Ideal,H,SI2,61.2,57.0,4331,6.55,6.62,4.03
1.51,Very Good,H,SI2,60.4,59.0,7723,7.27,7.3,4.4
0.32,Very Good,I,VS2,62.8,58.0,449,4.33,4.37,2.73
0.31,Ideal,H,IF,62.2,54.0,789,4.38,4.4,2.73
0.56,Ideal,E,VS1,60.0,55.0,2352,5.43,5.4,3.25
0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64
0.4,Very Good,G,VVS2,63.2,55.0,868,4.72,4.74,2.99
0.34,Premium,D,VS2,60.4,60.0,1033,4.56,4.51,2.74
0.56,Ideal,E,VS1,60.8,55.0,1791,5.37,5.32,3.25
0.88,Good,J,VS1,64.0,56.0,1964,5.98,5.9,3.8
1.25,Ideal,G,SI2,61.6,57.0,5355,6.98,6.91,4.28
1.71,Very Good,H,VS2,58.8,60.0,12493,7.8,7.85,4.6
1.01,Premium,I,VS2,62.5,58.0,4676,6.44,6.39,4.01
0.51,Ideal,H,VS1,61.8,57.0,1573,5.11,5.14,3.16
0.55,Very Good,E,SI2,62.5,54.0,1238,5.21,5.25,3.27
0.46,Premium,D,VVS1,60.0,59.0,1947,5.04,5.0,3.01
0.3,Ideal,G,VVS2,62.0,57.0,684,4.29,4.32,2.67
1.12,Premium,G,SI2,60.8,55.0,4798,6.84,6.69,4.11
0.31,Ideal,D,VVS2,61.2,59.0,805,4.37,4.39,2.68
1.0,Ideal,G,VS1,62.7,54.0,6465,6.42,6.37,4.01
0.3,Premium,E,VS2,62.1,58.0,658,4.29,4.31,2.67
0.3,Ideal,G,VS2,63.0,55.0,675,4.31,4.29,2.71
1.0,Good,E,SI1,63.9,55.0,4646,6.28,6.34,4.03
0.3,Ideal,G,SI1,62.1,53.0,422,4.32,4.37,2.7
1.05,Very Good,H,VS2,63.3,56.0,5614,6.48,6.41,4.08
0.59,Ideal,I,VS2,61.8,56.0,1371,5.39,5.42,3.34
0.27,Ideal,H,IF,61.6,56.0,566,4.18,4.21,2.58
1.01,Premium,H,SI2,62.0,60.0,3507,6.39,6.25,3.92
1.01,Ideal,E,SI2,63.0,56.0,4118,6.34,6.3,3.98
0.5,Very Good,G,VVS1,59.6,63.0,1987,5.16,5.11,3.06
0.41,Very Good,G,VVS2,62.9,56.0,1007,4.7,4.74,2.97
0.5,Very Good,G,VS2,62.8,56.0,1373,5.05,5.08,3.18
0.7,Premium,D,SI2,59.3,59.0,2562,5.79,5.74,3.42
1.0,Ideal,E,VS2,61.9,56.0,6048,6.45,6.4,3.98
1.03,Premium,H,VS2,62.4,58.0,5078,6.47,6.39,4.01
0.7,Ideal,H,VS2,62.8,55.0,2607,5.67,5.63,3.55
0.72,Good,H,SI2,65.8,59.0,1945,5.51,5.58,3.65
0.93,Premium,I,VS2,62.7,61.0,4073,6.24,6.14,3.88
0.23,Very Good,E,VVS2,62.3,55.0,505,3.9,3.93,2.44
1.01,Very Good,E,SI2,63.3,57.0,4270,6.39,6.31,4.02
1.14,Ideal,D,SI2,61.4,56.0,5650,6.77,6.69,4.13
0.41,Premium,J,VVS1,62.2,59.0,994,4.75,4.71,2.94
1.04,Premium,F,SI1,59.8,59.0,5284,6.61,6.56,3.94
1.23,Premium,F,SI2,61.7,57.0,5695,6.89,6.86,4.24
0.8,Very Good,H,SI1,63.8,56.0,2739,5.85,5.91,3.75
1.05,Ideal,F,SI1,61.8,57.0,4816,6.54,6.51,4.03
2.33,Premium,H,I1,60.7,58.0,8220,8.64,8.56,5.22
0.3,Ideal,F,VVS1,62.2,53.0,857,4.3,4.32,2.68
0.31,Ideal,D,SI1,62.0,56.0,533,4.35,4.39,2.71
0.7,Ideal,G,VS1,60.5,56.0,3384,5.77,5.79,3.5
1.7,Ideal,F,SI1,59.7,57.0,10853,7.73,7.65,4.59
0.5,Ideal,E,SI1,62.3,56.0,1410,5.06,5.12,3.17
0.73,Ideal,F,VS2,62.7,53.0,2762,5.8,5.75,3.62
0.54,Ideal,G,VS1,62.2,56.0,1760,5.23,5.19,3.24
0.3,Ideal,H,VVS1,61.6,57.0,665,4.3,4.34,2.66
0.9,Good,H,SI2,64.1,58.0,3105,6.05,6.02,3.87
1.26,Premium,I,VS2,62.4,58.0,6023,6.88,6.94,4.31
1.01,Good,E,SI1,64.3,59.0,4766,6.31,6.34,4.07
0.9,Premium,E,VS2,58.0,61.0,4385,6.45,6.34,3.71
1.01,Very Good,F,VS2,63.1,57.0,5226,6.39,6.29,4.0
2.01,Good,F,SI2,62.9,58.0,16013,7.89,8.01,5.0
0.39,Premium,G,VS2,62.3,59.0,1009,4.69,4.65,2.91
0.41,Ideal,F,SI1,61.2,58.0,764,4.76,4.81,2.93
0.71,Good,J,SI1,61.5,62.0,1755,5.61,5.66,3.47
1.21,Ideal,D,VVS2,61.3,57.0,12375,6.85,6.88,4.21
0.35,Very Good,F,IF,62.0,54.0,1027,4.55,4.58,2.83
1.36,Premium,I,VS2,59.3,58.0,6017,7.21,7.18,4.27
1.52,Fair,H,SI2,64.9,58.0,6129,7.16,7.13,4.64
0.32,Premium,G,VVS2,60.2,60.0,730,4.42,4.45,2.67
0.38,Premium,D,VS1,61.2,58.0,1140,4.68,4.63,2.85
1.0,Fair,F,VS2,64.7,59.0,4829,6.22,6.15,4.0
0.8,Ideal,E,VS2,61.4,55.0,3192,5.96,5.99,3.67
1.5,Very Good,I,SI2,63.2,52.0,6115,7.28,7.24,4.59
1.58,Very Good,G,SI2,60.0,53.0,9037,7.59,7.64,4.57
0.38,Very Good,D,SI2,62.1,55.0,633,4.62,4.65,2.88
0.4,Premium,D,VS1,62.5,60.0,1123,4.66,4.72,2.93
0.32,Ideal,E,SI2,61.6,56.0,427,4.4,4.43,2.72
0.5,Good,F,VS2,58.8,64.0,1433,5.21,5.16,3.05
0.32,Ideal,G,IF,62.2,53.0,918,4.41,4.43,2.75
0.33,Ideal,G,VS1,61.7,56.0,854,4.47,4.44,2.75
1.22,Ideal,H,SI1,61.8,57.0,6776,6.85,6.83,4.23
0.7,Premium,D,SI2,61.8,55.0,2222,5.71,5.68,3.52
0.32,Ideal,J,VS2,62.1,54.0,504,4.44,4.38,2.74
0.31,Premium,I,VS1,59.2,60.0,489,4.4,4.45,2.62
0.9,Ideal,H,SI1,62.1,56.0,4492,6.14,6.19,3.83
0.31,Premium,G,VS1,59.5,59.0,625,4.4,4.47,2.64
0.36,Premium,F,SI1,61.9,59.0,770,4.54,4.51,2.8
0.9,Very Good,H,VVS1,62.3,59.0,4977,6.09,6.15,3.81
0.39,Premium,D,VS2,60.2,59.0,1024,4.76,4.74,2.86
0.38,Very Good,G,VS2,60.8,61.0,766,4.65,4.66,2.83
1.5,Good,G,VS2,63.8,56.0,11508,7.2,7.15,4.58
0.33,Ideal,D,VS1,61.1,57.0,727,4.46,4.48,2.73
0.57,Ideal,F,VS1,62.6,56.0,1949,5.27,5.33,3.32
1.0,Ideal,D,SI1,60.5,57.0,5775,6.48,6.52,3.93
0.71,Ideal,G,VS1,61.5,55.0,3431,5.72,5.77,3.54
0.73,Very Good,H,VS1,60.8,57.0,2916,5.8,5.83,3.54
0.4,Very Good,I,VS1,63.0,56.0,737,4.68,4.72,2.96
1.07,Ideal,G,SI2,62.0,57.0,4401,6.58,6.55,4.07
0.31,Ideal,F,VS1,61.5,54.0,642,4.36,4.39,2.69
1.01,Ideal,J,VS2,61.1,56.0,4617,6.49,6.51,3.97
1.5,Premium,H,SI2,61.5,58.0,6132,7.38,7.32,4.52
0.7,Premium,H,SI2,61.7,58.0,1982,5.72,5.69,3.52
0.3,Premium,D,VVS2,59.6,61.0,1099,4.39,4.34,2.6
0.31,Ideal,G,SI1,61.2,55.0,446,4.37,4.39,2.68
1.2,Very Good,I,SI1,61.2,62.0,5226,6.75,6.84,4.16
1.33,Premium,G,VS1,62.7,58.0,9876,7.01,6.96,4.38
1.15,Premium,I,SI1,62.5,60.0,4939,6.72,6.68,4.19
0.36,Ideal,E,VS1,62.4,55.0,1094,4.61,4.59,2.87
0.51,Very Good,E,VS2,63.3,56.0,1781,5.12,5.08,3.23
0.51,Ideal,E,SI1,62.4,55.0,1443,5.14,5.09,3.19
1.51,Good,H,SI2,59.9,64.0,7340,7.53,7.39,4.47
1.5,Premium,E,SI2,61.5,59.0,8064,7.3,7.23,4.47
0.3,Ideal,H,VVS2,62.1,56.0,776,4.32,4.28,2.67
1.0,Ideal,F,SI1,62.7,57.0,5221,6.44,6.38,4.02
0.91,Premium,D,VS2,62.0,60.0,4969,6.23,6.19,3.85
0.72,Premium,I,VS2,60.9,60.0,2216,5.76,5.8,3.52
1.11,Premium,G,SI1,62.3,58.0,5408,6.61,6.52,4.09
0.51,Ideal,G,VVS2,61.3,56.0,1902,5.16,5.19,3.17
1.02,Ideal,I,SI2,60.7,57.0,3786,6.54,6.57,3.98
0.96,Very Good,F,SI2,60.9,57.0,4142,6.38,6.42,3.9
1.51,Good,I,SI1,63.7,58.0,8313,7.22,7.26,4.61
0.5,Good,D,VS2,63.7,56.0,1758,5.09,5.05,3.23
0.71,Good,G,VS2,58.9,61.0,2649,5.81,5.84,3.43
0.31,Very Good,F,VVS1,60.7,58.0,767,4.36,4.4,2.66
0.34,Good,F,SI2,63.9,56.0,536,4.43,4.4,2.82
1.52,Premium,E,SI2,61.0,59.0,10214,7.39,7.33,4.49
0.84,Ideal,D,VVS1,62.0,54.0,6399,6.04,6.08,3.76
0.31,Premium,G,SI2,61.8,59.0,523,4.34,4.3,2.67
1.06,Very Good,E,VVS2,61.8,58.0,9997,6.52,6.56,4.04
0.71,Premium,E,VS2,61.5,60.0,2858,5.76,5.68,3.52
0.58,Ideal,E,SI2,62.7,56.0,1234,5.29,5.34,3.33
0.3,Ideal,F,IF,60.8,57.0,873,4.34,4.38,2.65
0.9,Good,E,SI2,64.1,57.0,3139,6.07,6.09,3.9
0.71,Ideal,F,SI1,62.5,55.0,2788,5.71,5.65,3.55
0.41,Ideal,H,VVS2,62.0,56.0,899,4.74,4.78,2.95
1.4,Ideal,J,SI1,62.1,57.0,6350,7.17,7.14,4.44
1.04,Ideal,D,IF,61.8,57.0,14626,6.52,6.49,4.02
0.59,Ideal,E,SI2,61.6,54.0,1248,5.42,5.45,3.35
2.27,Premium,H,SI2,60.7,59.0,15783,8.5,8.45,5.15
0.4,Ideal,E,VVS2,62.4,59.0,1166,4.7,4.73,2.94
1.53,Very Good,H,SI1,63.1,56.0,7862,7.32,7.27,4.6
0.43,Ideal,F,VVS2,62.2,55.0,1169,4.83,4.85,3.01
0.3,Good,H,VVS2,63.6,56.0,605,4.26,4.29,2.72
0.82,Very Good,E,VS2,60.4,61.0,3795,6.06,6.09,3.67
1.12,Premium,I,SI1,62.0,56.0,4641,6.73,6.65,4.15
0.58,Ideal,G,VVS1,61.3,56.0,2256,5.36,5.4,3.3
0.54,Ideal,I,SI2,60.9,57.0,935,5.26,5.31,3.22
0.24,Ideal,F,VVS2,61.5,56.0,540,3.99,4.01,2.46
0.55,Ideal,G,VS2,61.8,58.0,1659,5.23,5.26,3.24
1.32,Ideal,G,VS2,61.1,57.0,9580,7.13,7.07,4.34
1.42,Good,E,SI2,60.1,61.0,8019,7.32,7.42,4.43
0.51,Ideal,F,VS2,61.9,55.0,1591,5.11,5.15,3.18
0.41,Ideal,I,VVS1,61.0,56.0,875,4.79,4.82,2.93
1.16,Very Good,G,SI1,60.5,60.0,5372,6.86,6.77,4.12
1.01,Fair,F,VS2,65.5,62.0,5501,6.19,6.23,4.07
0.39,Very Good,H,VS2,63.1,58.0,921,4.66,4.63,2.93
1.21,Premium,F,VS1,61.1,57.0,9846,6.93,6.89,4.22
1.13,Premium,I,VS1,61.7,54.0,5316,6.74,6.71,4.15
1.03,Premium,E,SI2,58.8,62.0,4070,6.58,6.51,3.85
0.8,Very Good,D,SI2,63.7,57.0,2708,5.87,5.9,3.75
0.3,Ideal,E,VVS2,61.4,55.0,837,4.32,4.34,2.66
0.8,Ideal,F,VS2,62.7,54.0,3369,5.95,5.91,3.72
1.16,Premium,F,VVS1,60.4,60.0,10809,6.9,6.77,4.13
0.23,Ideal,F,VS2,60.9,57.0,498,3.96,3.99,2.42
1.51,Good,F,VS2,64.0,59.0,8794,7.16,7.08,4.56
0.41,Very Good,F,VVS1,63.7,54.0,1169,4.71,4.74,3.01
0.42,Good,H,SI1,63.6,57.0,653,4.74,4.79,3.03
0.43,Ideal,F,IF,60.9,57.0,1580,4.89,4.86,2.97
0.76,Ideal,J,SI2,61.5,54.0,1833,5.9,5.93,3.64
0.4,Good,F,VS2,62.0,61.3,929,4.69,4.72,2.91
2.05,Ideal,F,SI2,62.2,57.0,12743,8.19,8.12,5.07
0.54,Ideal,G,VS2,60.4,57.0,1637,5.33,5.26,3.2
1.2,Very Good,G,IF,59.4,61.0,9987,6.92,6.95,4.12
1.21,Premium,H,VS2,60.5,60.0,6722,6.95,6.9,4.19
0.31,Very Good,H,VS2,62.2,59.0,489,4.34,4.38,2.71
1.01,Good,G,SI2,63.5,58.0,4079,6.34,6.39,4.04
1.01,Ideal,F,VS1,61.7,59.0,7056,6.44,6.42,3.97
1.17,Premium,F,VS2,60.2,58.0,8256,6.88,6.85,4.13
0.5,Fair,G,VVS2,64.9,58.0,1712,5.0,4.95,3.23
0.37,Ideal,E,VS1,61.2,56.0,1124,4.67,4.64,2.85
1.13,Premium,D,SI2,62.0,58.0,5280,6.64,6.68,4.13
0.71,Ideal,E,VS2,61.6,56.0,2891,5.74,5.76,3.54
0.43,Good,F,SI1,63.7,57.0,984,4.79,4.73,3.04
0.36,Ideal,I,VS1,60.5,57.0,729,4.59,4.56,2.77
1.27,Ideal,J,SI2,61.2,56.0,5021,6.99,6.95,4.27
0.91,Ideal,E,SI1,61.2,58.0,4513,6.24,6.3,3.84
1.04,Premium,G,SI1,60.3,58.0,3780,6.6,6.55,3.96
0.31,Ideal,D,SI1,62.1,56.0,571,4.33,4.37,2.7
1.57,Ideal,G,SI1,61.8,55.0,11596,7.43,7.49,4.61
0.38,Premium,F,VVS1,59.2,58.0,1257,4.8,4.76,2.83
1.53,Premium,I,VS1,62.0,57.0,9877,7.39,7.35,4.57
1.01,Premium,G,SI1,59.8,58.0,4719,6.54,6.58,3.92
0.35,Ideal,G,IF,61.8,56.0,1041,4.57,4.52,2.81
0.38,Premium,G,VS2,59.9,58.0,983,4.77,4.72,2.84
1.5,Very Good,H,SI1,58.8,63.0,9573,7.42,7.38,4.35
0.93,Ideal,I,SI1,61.9,57.0,3359,6.23,6.21,3.85
1.32,Very Good,I,SI2,60.9,59.0,4965,7.02,7.19,4.33
0.62,Very Good,D,VVS2,58.1,63.0,3050,5.59,5.66,3.27
1.5,Very Good,I,VS2,63.3,55.0,9533,7.3,7.26,4.61
0.3,Premium,H,VVS2,63.0,56.0,776,4.28,4.23,2.68
0.71,Ideal,J,SI1,61.6,57.0,1889,5.72,5.75,3.53
0.71,Premium,F,VVS1,60.9,58.0,3604,5.76,5.8,3.52
0.3,Good,D,SI1,63.8,57.0,552,4.27,4.29,2.73
0.3,Fair,D,VVS2,65.2,59.0,772,4.2,4.18,2.73
1.6,Very Good,I,VVS1,59.8,56.0,11170,7.6,7.68,4.57
0.52,Ideal,E,VS2,60.5,56.0,1897,5.27,5.21,3.17
0.34,Ideal,H,VVS1,62.0,54.0,775,4.46,4.48,2.77
0.9,Very Good,E,VS2,62.2,59.0,4580,6.13,6.18,3.83
0.42,Ideal,G,VS2,62.2,54.0,1087,4.82,4.8,2.99
1.34,Ideal,E,VVS2,62.6,54.0,14593,7.05,7.07,4.42
0.58,Ideal,F,VS2,62.1,56.0,1666,5.33,5.37,3.32
0.33,Ideal,F,VS2,61.2,54.0,854,4.49,4.47,2.74
1.86,Premium,G,SI2,62.5,60.0,10572,7.9,7.8,4.91
0.66,Very Good,F,SI1,59.2,58.0,1918,5.69,5.72,3.38
2.2,Premium,I,VS2,62.0,57.0,18364,8.38,8.34,5.18
1.01,Good,E,VS2,61.2,62.0,5972,6.34,6.38,3.89
0.3,Ideal,D,VS2,62.0,55.0,710,4.31,4.34,2.68
1.08,Ideal,H,SI1,59.7,60.0,5154,6.71,6.69,4.0
0.31,Ideal,D,SI1,61.1,56.0,732,4.38,4.36,2.67
0.7,Very Good,G,SI1,63.6,58.0,2209,5.61,5.65,3.58
0.31,Very Good,F,IF,61.9,54.0,914,4.36,4.39,2.71
0.51,Ideal,E,VS2,61.8,56.0,1781,5.14,5.12,3.17
0.9,Premium,G,VS2,59.0,58.0,3841,6.29,6.25,3.7
0.23,Very Good,H,VVS2,59.2,61.0,389,4.0,4.04,2.38
0.5,Ideal,D,VS2,62.5,54.0,1845,5.09,5.05,3.17
0.7,Very Good,D,SI1,62.4,57.0,3075,5.64,5.67,3.53
0.51,Very Good,F,IF,59.4,60.0,2304,5.18,5.23,3.09
0.45,Very Good,F,SI2,61.5,61.0,729,4.9,4.95,3.03
0.57,Very Good,G,VS1,61.0,55.0,1817,5.36,5.43,3.28
1.7,Very Good,G,VS2,61.9,55.0,18107,7.64,7.68,4.74
1.83,Premium,J,SI1,60.4,58.0,10709,7.96,7.94,4.8
1.0,Fair,G,VS1,63.1,68.0,4892,6.32,6.17,3.94
0.73,Ideal,J,SI1,62.0,56.0,1902,5.74,5.78,3.57
0.42,Ideal,D,VVS1,61.6,56.0,1547,4.79,4.82,2.96
1.03,Ideal,G,SI2,61.7,55.0,4391,6.48,6.52,4.01
0.57,Ideal,E,VVS2,61.5,55.9,2615,5.31,5.35,3.28
0.9,Ideal,D,SI2,62.7,57.0,3990,6.1,6.15,3.84
0.37,Premium,I,VS1,61.4,59.0,749,4.61,4.55,2.81
0.38,Ideal,H,SI1,61.2,56.0,697,4.7,4.74,2.89
0.9,Good,G,VVS2,62.6,63.0,4485,6.1,6.14,3.83
0.72,Ideal,I,VS1,61.0,57.0,2048,5.76,5.83,3.56
0.64,Very Good,G,VS2,62.7,59.0,1873,5.44,5.5,3.43
0.41,Ideal,F,VS2,62.7,56.0,863,4.72,4.78,2.98
1.21,Very Good,H,VS1,60.4,59.0,7196,6.88,6.97,4.18
1.01,Premium,F,VS1,61.7,58.0,7372,6.4,6.43,3.96
0.39,Ideal,G,VVS2,62.1,56.0,886,4.67,4.7,2.91
0.62,Ideal,G,VVS2,62.6,57.0,2507,5.42,5.47,3.41
0.34,Premium,E,VS2,61.9,58.0,956,4.45,4.43,2.75
0.71,Premium,E,SI1,61.1,57.0,2629,5.73,5.69,3.49
1.01,Very Good,E,SI1,62.4,58.0,5229,6.36,6.4,3.99
0.51,Premium,H,VS2,60.9,60.0,1202,5.19,5.16,3.15
0.72,Very Good,E,SI2,59.7,59.0,2655,5.77,5.82,3.46
0.32,Premium,H,VS1,60.6,60.0,561,4.4,4.44,2.68
0.9,Premium,G,VS2,62.8,60.0,4052,6.14,6.08,3.84
0.3,Ideal,H,SI1,62.1,56.0,450,4.29,4.31,2.67
1.0,Premium,E,SI2,62.2,59.0,4390,6.38,6.35,3.96
0.91,Good,I,SI1,64.0,58.0,2348,6.01,5.99,3.84
1.04,Ideal,H,SI1,61.9,57.0,4515,6.49,6.46,4.01
0.34,Premium,F,VS2,59.8,59.0,854,4.55,4.51,2.71
0.3,Ideal,F,VS2,62.3,55.0,573,4.3,4.34,2.69
1.08,Premium,F,SI2,62.3,58.0,4414,6.55,6.52,4.07
1.12,Premium,G,I1,60.4,59.0,2383,6.71,6.67,0.0
0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95
0.9,Very Good,F,VS2,59.6,59.0,4397,6.27,6.31,3.75
1.21,Very Good,F,VS2,63.3,58.0,7826,6.73,6.67,4.24
1.24,Premium,D,VS2,59.3,58.0,9916,7.09,7.03,4.19
0.51,Very Good,E,VS1,60.4,59.0,1697,5.16,5.2,3.13
0.35,Good,F,SI2,63.8,56.0,460,4.45,4.48,2.85
0.4,Premium,G,VVS2,61.7,59.0,1050,4.76,4.73,2.93
1.01,Premium,E,SI2,58.6,58.0,4308,6.66,6.62,3.89
2.01,Good,J,VS1,63.7,59.0,11526,7.93,7.86,5.03
0.7,Very Good,F,VVS1,60.6,60.0,3536,5.67,5.7,3.45
0.31,Premium,D,VS1,59.7,58.0,1011,4.45,4.4,2.64
0.32,Ideal,G,VVS1,62.2,55.0,842,4.38,4.4,2.73
0.26,Premium,E,VVS1,62.3,60.0,599,4.07,4.09,2.54
0.34,Premium,E,SI2,61.5,58.0,612,4.52,4.49,2.77
0.37,Ideal,E,VVS2,61.8,54.0,844,4.6,4.63,2.85
0.77,Very Good,G,SI1,58.4,63.0,2635,5.95,6.03,3.5
0.7,Very Good,H,SI2,62.8,59.0,2034,5.62,5.65,3.54
0.9,Good,F,SI1,61.0,62.0,3733,6.17,6.26,3.79
0.41,Ideal,G,VS2,62.7,56.0,827,4.72,4.76,2.97
0.41,Premium,I,VVS1,61.5,59.0,863,4.75,4.81,2.94
0.3,Very Good,D,VS1,63.5,55.0,697,4.24,4.29,2.71
0.9,Very Good,F,VS2,61.8,57.0,5218,6.16,6.23,3.83
0.3,Ideal,G,SI1,60.6,57.0,487,4.34,4.37,2.63
0.5,Very Good,E,VVS2,62.4,55.0,2275,5.08,5.11,3.18
1.01,Very Good,F,SI1,63.3,59.0,4989,6.42,6.38,4.05
1.5,Premium,E,SI1,60.8,58.0,11795,7.36,7.32,4.46
0.53,Ideal,D,VS2,62.2,56.0,1956,5.19,5.16,3.22
1.3,Premium,G,VVS2,60.2,58.0,10763,7.17,7.08,4.29
2.01,Ideal,I,SI1,64.8,62.0,16287,7.92,7.82,5.1
1.59,Premium,E,SI2,60.5,59.0,9082,7.59,7.55,4.58
0.3,Ideal,E,VS2,61.5,55.0,844,4.4,4.32,2.68
1.0,Ideal,D,SI2,62.3,56.0,4427,6.39,6.33,3.96
0.33,Ideal,F,VVS1,62.6,54.0,880,4.44,4.47,2.79
0.33,Ideal,H,VS1,61.5,56.0,743,4.47,4.44,2.74
1.07,Ideal,F,SI2,61.2,57.0,4128,6.62,6.59,4.04
0.4,Ideal,E,VS1,62.0,54.0,1053,4.74,4.77,2.95
0.59,Good,E,VS2,61.3,62.0,1845,5.36,5.4,3.3
1.02,Ideal,G,VS2,62.8,57.0,6169,6.46,6.41,4.04
0.9,Good,H,SI2,63.6,60.0,3250,6.06,6.11,3.87
0.23,Very Good,E,VVS1,62.4,54.0,583,3.95,3.98,2.47
1.01,Good,G,VS1,63.8,57.0,6759,6.35,6.38,4.06
1.74,Ideal,E,SI2,62.3,57.0,10085,7.8,7.7,4.83
1.04,Very Good,F,IF,59.8,56.0,10515,6.64,6.71,3.99
0.32,Premium,I,VS1,61.9,58.0,505,4.36,4.4,2.71
0.35,Ideal,G,IF,61.1,56.0,1116,4.59,4.54,2.79
0.28,Ideal,F,VVS2,61.8,56.0,642,4.22,4.26,2.62
1.09,Ideal,D,SI2,61.7,59.0,5410,6.64,6.62,4.09
0.33,Ideal,F,VS2,62.3,55.0,666,4.42,4.47,2.77
0.8,Ideal,G,SI2,63.0,56.0,2657,5.85,5.9,3.7
0.77,Very Good,F,SI2,60.1,56.0,2667,5.94,5.97,3.58
1.22,Very Good,J,SI2,60.5,58.5,4861,6.84,6.96,4.17
0.51,Premium,G,VVS1,60.1,56.0,2111,5.35,5.16,3.16
0.6,Ideal,D,SI1,61.7,56.0,2263,5.39,5.44,3.34
1.03,Premium,H,SI2,62.3,59.0,4153,6.46,6.42,4.01
1.14,Ideal,J,SI2,61.5,57.0,4212,6.73,6.77,4.15
1.11,Premium,E,VS2,62.2,58.0,7619,6.61,6.64,4.12
